city,date,pm25_mean,pm25_max,pm25_std,n_readings,temp,humidity,wind_speed,wind_dir,pressure,precipitation,cloud_cover,visibility,radiation,aod,lat,lon,state,zone,date_dt,month,day_of_year,week_of_year,season,month_sin,month_cos,doy_sin,doy_cos,dist_igp,zone_code,aod_wind_interact,aod_humidity,ventilation,inversion_risk,dew_depression,rain_washout,aod_clear
Agra,2022-01-01,75.38354824095371,136.7470576272928,48.29669806328059,5,12.225,73.04166666666667,5.5375000000000005,301.1666666666667,1001.5541666666667,0.0,20.0,,106.125,0.4442263141703982,27.1767,78.0081,Uttar Pradesh,North,2022-01-01,1,1,52,0,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,3.06747265676485,0,0.08022145628359335,0.3244703036419617,5.528907156793816,0,5.391666666666666,0,0.3553810513363186
Agra,2022-01-02,54.57620676413097,93.42934732414014,31.186836619183353,5,12.4375,78.625,6.0125,292.4166666666667,1000.0416666666666,0.0,55.208333333333336,,98.91666666666667,0.508863524392723,27.1767,78.0081,Uttar Pradesh,North,2022-01-02,1,2,52,0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,3.06747265676485,0,0.0846342660112637,0.40009394605377846,6.0122494896046,0,4.275,0,0.22792845363424047
Agra,2022-01-03,87.46304574318847,120.81859017035136,19.527546783099165,5,12.716666666666667,81.125,6.7375,286.25,998.3458333333333,0.0,24.666666666666668,,111.91666666666667,0.47552564648207146,27.1767,78.0081,Uttar Pradesh,North,2022-01-03,1,3,1,0,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,3.06747265676485,0,0.07057894567451896,0.3857701807085805,6.748663414064098,0,3.7750000000000004,0,0.35822932034982713
Agra,2022-01-04,90.32245456291514,142.99501007737226,47.99063142268138,5,14.0625,79.70833333333333,6.0375000000000005,236.91666666666666,997.5291666666667,0.0,28.583333333333332,,111.625,0.4754219641009269,27.1767,78.0081,Uttar Pradesh,North,2022-01-04,1,4,1,0,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,3.06747265676485,0,0.07874483877448064,0.3789509238854471,6.052454606590451,0,4.058333333333334,0,0.3395305193620786
Agra,2022-01-05,64.77652554493986,103.71994062107206,29.20875563745511,5,14.116666666666667,84.04166666666667,7.8125,117.70833333333333,996.3416666666667,7.800000000000001,91.58333333333333,,1.7083333333333333,0.5687947986091483,27.1767,78.0081,Uttar Pradesh,North,2022-01-05,1,5,1,0,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,3.06747265676485,0,0.07280573422197098,0.4780246286644384,7.841185670912757,0,3.1916666666666664,1,0.04787356221627001
Agra,2022-01-06,66.28303998656448,113.07638975016168,40.45816430703411,5,14.933333333333332,87.45833333333333,11.362499999999999,101.0,996.0208333333334,6.6,87.375,,21.541666666666668,0.5755673067044724,27.1767,78.0081,Uttar Pradesh,North,2022-01-06,1,6,1,0,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,3.06747265676485,0,0.050654988488842465,0.5033815736552865,11.407893911188268,0,2.5083333333333346,1,0.07266537247143963
Agra,2022-01-07,67.4942713777721,123.98909109851462,45.433078896125025,5,16.708333333333332,85.875,12.8375,124.375,996.0583333333334,0.2,72.08333333333333,,46.125,0.5524856391140289,27.1767,78.0081,Uttar Pradesh,North,2022-01-07,1,7,1,0,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,3.06747265676485,0,0.04303685601667216,0.47444704258917236,12.888301387970918,0,2.8249999999999993,0,0.1542355742526664
Agra,2022-01-08,56.714265502505086,104.85699402074373,27.950756160222287,5,16.333333333333332,90.04166666666667,10.883333333333333,118.54166666666667,995.15,55.0,88.16666666666667,,20.416666666666668,0.5860545569511848,27.1767,78.0081,Uttar Pradesh,North,2022-01-08,1,8,1,0,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,3.06747265676485,0,0.053848810745897535,0.5276932906547961,10.936374750875077,0,1.9916666666666654,1,0.06934978923922351
Agra,2022-01-09,110.30975019866898,131.24054085381715,23.817851364376825,5,15.979166666666666,88.25,7.945833333333333,285.75,994.5458333333332,3.9000000000000004,68.29166666666667,,16.833333333333332,0.5530866672496514,27.1767,78.0081,Uttar Pradesh,North,2022-01-09,1,9,1,0,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,3.06747265676485,0,0.06960713169371596,0.4880989838478173,7.989408901047797,0,2.3499999999999996,0,0.1753745640737436
Agra,2022-01-10,58.81743576264212,136.52365640774556,45.641663859066945,5,13.654166666666667,80.04166666666667,9.595833333333333,317.7916666666667,997.2541666666666,0.0,13.75,,116.29166666666667,0.4553359151483541,27.1767,78.0081,Uttar Pradesh,North,2022-01-10,1,10,2,0,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,3.06747265676485,0,0.04745141972887754,0.3644584554166618,9.622254440317372,0,3.9916666666666654,0,0.3927272268154554
Ahmedabad,2022-01-01,84.66701044876099,114.391873383946,33.999105368116204,5,20.720833333333335,65.41666666666667,10.954166666666666,58.75,1012.15,0.0,31.0,,124.375,0.43868604735787725,23.0225,72.5714,Gujarat,West,2022-01-01,1,1,52,0,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,9.117801500910186,3,0.04004741398474346,0.28697378931327805,10.82267121144758,0,6.916666666666666,0,0.3026933726769353
Ahmedabad,2022-01-02,94.90931101512959,146.8607703301295,39.46557040648618,5,21.316666666666666,70.33333333333333,9.295833333333333,52.583333333333336,1010.6708333333332,0.0,9.375,,123.33333333333333,0.42594986427179676,23.0225,72.5714,Gujarat,West,2022-01-02,1,2,52,0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,9.117801500910186,3,0.04582159006061463,0.2995847378711637,9.197686355184882,0,5.933333333333334,0,0.38601706449631584
Ahmedabad,2022-01-03,80.87658409699074,145.14429390813024,55.4831745817362,5,21.891666666666666,68.95833333333333,8.612499999999999,54.583333333333336,1009.725,0.0,22.0,,132.45833333333334,0.43851684892409115,23.0225,72.5714,Gujarat,West,2022-01-03,1,3,1,0,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,9.117801500910186,3,0.05091632498392931,0.3023939104039045,8.529550125034042,0,6.208333333333334,0,0.3420431421607911
